vin,stockNumber,condition,certified,availability,year,make,model,trim,exteriorColor,interiorColor,bodyStyle,drivetrain,transmission,engine,mileage,msrp,price,location,firstSeen,lastSeen,daysObserved,source,sourceUrl,imageUrl
KMTGG4SD7VU350776,GM270135,new,false,in-stock,2027,Genesis,G80,3.5T Sport Prestige,Vatna Gray,Obsidian Black w/Red Stit,Sedan/5 seats,AWD,8 speed automatic,V6,,81710,82509,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-G80-c13bcd7cac185a7cf19ec641231142da.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0263/027906d6fc1cd77cbfa90056d786f114x.jpg?impolicy=resize&w=1024
KMTGC4SC7VU340915,GM270151S,new,false,in-stock,2027,Genesis,G80,2.5T Sport Prestige,Uyuni White,Vanilla Beige/Ash Gray,Sedan/5 seats,AWD,8 speed automatic,I4,,72895,73694,,2026-09-10T12:54:07.000Z,2026-09-17T15:32:18.476Z,8,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-G80-87806ae0ac1847cfb9a6796064f36003.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/29d44ca7825f7b042de092188ad7a107.jpg?impolicy=resize&w=1024
KMTFC4SD7TU063572,GM260810,new,false,in-stock,2026,Genesis,G90,3.5T e-SC,Uyuni White,Black,Sedan/5 seats,AWD,8 speed automatic,3.5L V6 DGI Supercharged DOHC 24V LEV3-ULEV70 409hp,,105595,101394,,2026-09-05T00:09:53.304Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-G90-e5482f34ac182cb6d83888abd25da9c1.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1531/aa5b43279f28b444ac6fac3636ad2a70x.jpg?impolicy=resize&w=1024
KMTFD4SD5TU065088,GM260830,new,false,in-transit,2026,Genesis,G90,3.5T e-SC Prestige Black,Vik Black,Black,Sedan/5 seats,AWD,8 speed automatic,3.5L V6 DGI Supercharged DOHC 24V LEV3-ULEV70 409hp,,108240,104039,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-G90-e54832e2ac184a64f5d1c0fe63f80281.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/753b506525a36349c01143d67a48e9e2.jpg?impolicy=resize&w=1024
KMUKB4SA2VU032588,GM270053,new,false,in-stock,2027,Genesis,GV60,19,Uyuni White,Obsidian Black,,RWD,,Electric Motor,,48670,49469,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV60-e5482e34ac185c3035c89e2303acc582.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1472/2c3730e850305bd936d570c5d076d41ex.jpg?impolicy=resize&w=1024
KMUMCDTB0VU301300,301300,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Savile Silver,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-3287cb11ac185c86595994b6af26f155.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/071202c095ea079e0951e73dc4ff92e2.jpg?impolicy=resize&w=1024
KMUMCDTB3VU302344,302344,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Makalu Gray,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff091693ac1829bdcb8ca515c3858f08.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/d82aa1e85fa6d66b67d885e515828bf1.jpg?impolicy=resize&w=1024
KMUMCDTB5VU302376,302376,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Uyuni White,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59835,60634,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee6b1cac182cb634fa901d964a88b0.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/3507aa64fa10350d73891efa2a23ef02.jpg?impolicy=resize&w=1024
KMUMCDTB6VU302404,302404,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Vik Black,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff091c02ac1829bdcb8ca515ee2460d3.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/9ab8a153df9051036f78a6bee760fbe6.jpg?impolicy=resize&w=1024
KMUMCDTBXVU302437,302437,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Savile Silver,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59835,60634,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee8154ac1842897581138dc01a0988.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/071202c095ea079e0951e73dc4ff92e2.jpg?impolicy=resize&w=1024
KMUMCDTB4VU302594,302594,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Ceres Blue,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff090507ac180936a0a72ed81ca7b178.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/ea424c0011c7db9c1091a573c747a937.jpg?impolicy=resize&w=1024
KMUMCDTBXVU302597,302597,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Vik Black,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff090f35ac180936a0a72ed8125bafc6.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/9ab8a153df9051036f78a6bee760fbe6.jpg?impolicy=resize&w=1024
KMUMCDTBXVU302602,302602,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Alta White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59250,60049,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee7f6eac18341f4df4ff9e52c9cd11.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/b4db2949b5dabe8e4be6e29eb2bed5bf.jpg?impolicy=resize&w=1024
KMUMCDTB8VU302615,302615,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Vik Black,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff09257fac180706beba7998cbc8b1e4.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/9ab8a153df9051036f78a6bee760fbe6.jpg?impolicy=resize&w=1024
KMUMDDTB0VU302668,302668,new,false,in-transit,2027,Genesis,GV70,2.5T Sport Prestige,Uyuni White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,64755,65554,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e5483c33ac182cb6d83888abe20cf39d.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/f72695fb9144aa6c5d40cbfa77e65168.jpg?impolicy=resize&w=1024
KMUMCDTB4VU302675,302675,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Makalu Gray,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-3287c9b7ac180b4132bfb571e5f09c7e.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/d82aa1e85fa6d66b67d885e515828bf1.jpg?impolicy=resize&w=1024
KMUMCDTB8VU303800,303800,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Uyuni White,Havana Brown/Ocean Waves,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,60065,60864,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-47217203ac180b4132bfb571933149f6.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/3507aa64fa10350d73891efa2a23ef02.jpg?impolicy=resize&w=1024
KMUMCDTB0VU303855,303855,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Uyuni White,Havana Brown/Ocean Waves,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,60065,60864,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-47217338ac180b7620d871ae1ce49212.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/3507aa64fa10350d73891efa2a23ef02.jpg?impolicy=resize&w=1024
KMUMCDTB2VU304201,304201,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Makalu Gray,Havana Brown/Ocean Waves,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,60065,60864,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-56948768ac1844a957f07faa2738b784.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/d82aa1e85fa6d66b67d885e515828bf1.jpg?impolicy=resize&w=1024
KMUMCDTB4VU304202,304202,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Makalu Gray,Havana Brown/Ocean Waves,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,60065,60864,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-56948891ac184f13ed91f8cba6d4e276.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/d82aa1e85fa6d66b67d885e515828bf1.jpg?impolicy=resize&w=1024
5NMMEDTC0TH057366,GM260454,new,false,in-stock,2026,Genesis,GV70,3.5T Sport Prestige AWD,Alta White,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,73170,70993,,2026-09-05T00:19:18.849Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV70-eefc7139ac18160781e3847587858717.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/ff8aeb130bb6bf0d2c5ee8e0cbf212d3.jpg?impolicy=resize&w=1024
KMUMEDTC0TU274308,GM260473,new,false,in-stock,2026,Genesis,GV70,3.5T Sport Prestige AWD,Makalu Gray,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74190,71982,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV70-f422cbc0ac185b54f99274c23ba432fe.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/7bdd38f9074e086a066b1c4be33343ed.jpg?impolicy=resize&w=1024
5NMMEDTC8TH059009,GM260474,new,false,in-stock,2026,Genesis,GV70,3.5T Sport Prestige AWD,Mauna Red,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,73240,71124,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV70-3482257fac180fbb4f0b0eeaae9ecc91.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/20b84fbd139848206d144f744f79c293.jpg?impolicy=resize&w=1024
KMUMEDTC2TU280353,GM260587,new,false,in-stock,2026,Genesis,GV70,3.5T Sport Prestige AWD,Makalu Gray,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,73240,71124,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV70-98eebc60ac184d4c7240f9fe6d2d1e1c.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/7bdd38f9074e086a066b1c4be33343ed.jpg?impolicy=resize&w=1024
KMUMEDTC1TU282630,GM260625,new,false,in-stock,2026,Genesis,GV70,3.5T Sport Prestige AWD,Makalu Gray,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,73735,71547,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV70-cd4a8766ac18507099e703838290462e.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/7bdd38f9074e086a066b1c4be33343ed.jpg?impolicy=resize&w=1024
KMUMEDTC8TU288716,GM260676,new,false,in-stock,2026,Genesis,GV70,3.5T Sport Prestige AWD,Makalu Gray,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74080,71820,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV70-95466cf7ac1837f47d123b9063a6ef85.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/7bdd38f9074e086a066b1c4be33343ed.jpg?impolicy=resize&w=1024
KMUMEDTC9TU288689,GM260730,new,false,in-stock,2026,Genesis,GV70,3.5T Sport Prestige AWD,Makalu Gray,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,73240,71124,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV70-5dcc1f9bac185f3310451e5996bacbe8.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/7bdd38f9074e086a066b1c4be33343ed.jpg?impolicy=resize&w=1024
5NMMADTB0TH068127,GM260818S,new,false,in-stock,2026,Genesis,GV70,2.5T AWD,Mauna Red,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,51810,52609,,2026-09-05T00:09:53.304Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV70-10a0ae7cac181da0dd1bebc3dc8b1025.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/fe705da53bf9dd2c3256b61772f7e38c.jpg?impolicy=resize&w=1024
5NMMEDTC8TH061228,GM260819S,new,false,in-stock,2026,Genesis,GV70,3.5T Sport Prestige AWD,Ceres Blue,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74425,74425,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV70-110e873eac1829bdac25aaf1cd18245b.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/dfa1976bbafe8d6d88bc43bd7b84a6e0.jpg?impolicy=resize&w=1024
KMUMGDTC0VU290585,GM270004,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Makalu Gray,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74500,75299,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-7320a996ac1824b1018118ba12c47283.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1810/eb3385c7181062827a09051ea511b35bx.jpg?impolicy=resize&w=1024
KMUMGDTCXVU290769,GM270006,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Uyuni White,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74475,75274,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-5fd0b991ac1802934a2c939fe31b6b8c.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0767/c240410e1dbbd09d9b4f09ecd84f61f8x.jpg?impolicy=resize&w=1024
KMUMFDTC5VU293095,GM270007,new,false,in-stock,2027,Genesis,GV70,3.5T Sport Prestige,Uyuni White,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,73120,73919,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-7320a869ac1840e460b67eb2ffd44e6c.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0085/1b6c3e900ceec1d060dc83321c50659dx.jpg?impolicy=resize&w=1024
KMUMGDTC7VU292060,GM270009,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Uyuni White,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74600,75399,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-7320a70dac1840e460b67eb26c88b8d4.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0767/c240410e1dbbd09d9b4f09ecd84f61f8x.jpg?impolicy=resize&w=1024
KMUMBDTB9VU292728,GM270011,new,false,in-stock,2027,Genesis,GV70,2.5T Select,Alta White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,54665,55464,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-844b30f6ac180aac8449eac64d69fa13.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0676/b83f7da2638798b44a0a87daf19e7e3dx.jpg?impolicy=resize&w=1024
KMUMDDTB8VU297042,GM270059,new,false,in-stock,2027,Genesis,GV70,2.5T Sport Prestige,Savile Silver,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,64560,65359,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-dafb5d50ac18388e567ff3a8ad3a8238.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0850/354a90f2c75f29d91a1d15a353ab8262x.jpg?impolicy=resize&w=1024
KMUMGDTC2VU297909,GM270069,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Uyuni White,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74815,75614,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e5483637ac18003fe20877a21aa93ac1.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0272/201fb4239c72aba38c33ce5e0e9bfd33x.jpg?impolicy=resize&w=1024
KMUMGDTC5VU294325,GM270070,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Uyuni White,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74600,75399,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-dafb5e98ac18326561807f76bcb6e05f.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0272/201fb4239c72aba38c33ce5e0e9bfd33x.jpg?impolicy=resize&w=1024
KMUMGDTC6VU299615,GM270071,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Uyuni White,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74815,75614,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e54839bcac18388e567ff3a804514bc0.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0272/201fb4239c72aba38c33ce5e0e9bfd33x.jpg?impolicy=resize&w=1024
KMUMBDTBXVU299364,GM270078,new,false,in-stock,2027,Genesis,GV70,2.5T Select,Ceres Blue,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,55295,56094,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-17105f8fac181fb201976db03bf7c5ab.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1245/4820433aa289e0438c4d0fc2c4a662f4x.jpg?impolicy=resize&w=1024
KMUMCDTB7VU299805,GM270082,new,false,in-stock,2027,Genesis,GV70,2.5T Advanced,Vik Black,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff0917d8ac18490df75413146a6f02ca.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0398/9deb48ea3b12ea49c05bbbbb85d0a310x.jpg?impolicy=resize&w=1024
KMUMBDTB9VU299873,GM270098,new,false,in-stock,2027,Genesis,GV70,2.5T Select,Vik Black,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,55295,56094,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee7324ac181bbdf7ea8270aea9d6aa.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/3daf80c1f7931f8c2bacc42fc3a15ee0.jpg?impolicy=resize&w=1024
KMUMCDTB0VU300888,GM270107,new,false,in-stock,2027,Genesis,GV70,2.5T Advanced,Makalu Gray,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff091443ac185c8404187aced97a3d58.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0988/ebedeb07b0226d3cb633229f78b0c2efx.jpg?impolicy=resize&w=1024
KMUMDDTB8VU297607,GM270113,new,false,in-transit,2027,Genesis,GV70,2.5T Sport Prestige,Savile Silver,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,64690,65489,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e5482cffac185c8404187ace156097a0.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0850/354a90f2c75f29d91a1d15a353ab8262x.jpg?impolicy=resize&w=1024
KMUMDDTBXVU300331,GM270114,new,false,in-stock,2027,Genesis,GV70,2.5T Sport Prestige,Uyuni White,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,64755,65554,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e5483508ac180706beba7998a10643c7.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1586/a607da21620c51e2bedbaddd0bf4fdf2x.jpg?impolicy=resize&w=1024
KMUMGDTC5VU300219,GM270116,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Uyuni White,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74835,75634,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e548388dac18003fe20877a2342d9da4.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0272/201fb4239c72aba38c33ce5e0e9bfd33x.jpg?impolicy=resize&w=1024
KMUMBDTB0VU299020,GM270127,new,false,in-stock,2027,Genesis,GV70,2.5T Select,Uyuni White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,55335,56134,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee6f66ac1829bdac25aaf1a0142d37.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0566/149c37976d565e09972d148c5ea2ed12x.jpg?impolicy=resize&w=1024
KMUMBDTB4VU299005,GM270130,new,false,in-stock,2027,Genesis,GV70,2.5T Select,Alta White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,54685,55484,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee7c82ac181da0dd1bebc3e517d273.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0676/b83f7da2638798b44a0a87daf19e7e3dx.jpg?impolicy=resize&w=1024
KMUMCDTB2VU299064,GM270131,new,false,in-stock,2027,Genesis,GV70,2.5T Advanced,Ceres Blue,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff0926b8ac180706beba7998c87464c6.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/ea424c0011c7db9c1091a573c747a937.jpg?impolicy=resize&w=1024
KMUMCDTB9VU300579,GM270132,new,false,in-stock,2027,Genesis,GV70,2.5T Advanced,Alta White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,58595,59394,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff0903d3ac180936a0a72ed812e67319.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0924/39b4f283625786c0078312cab3bebdefx.jpg?impolicy=resize&w=1024
KMUMFDTC6VU300488,GM270133,new,false,in-stock,2027,Genesis,GV70,3.5T Sport Prestige,Bering Blue,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,73530,74329,,2026-09-05T10:36:03.953Z,2026-09-17T15:32:18.476Z,13,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e5483f94ac184a64f5d1c0fe3517f39d.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1286/9c95de63916d3c18b339fe9019e75ee8x.jpg?impolicy=resize&w=1024
